filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
DSC00065.JPG,4009604,"{}",4,0,"{""name"":""rect"",""x"":3239,""y"":1567,""width"":97,""height"":104}","{""class"":""2""}"
DSC00065.JPG,4009604,"{}",4,1,"{""name"":""rect"",""x"":2405,""y"":4426,""width"":76,""height"":147}","{""class"":""4""}"
DSC00065.JPG,4009604,"{}",4,2,"{""name"":""rect"",""x"":2765,""y"":3867,""width"":67,""height"":101}","{""class"":""1""}"
DSC00065.JPG,4009604,"{}",4,3,"{""name"":""rect"",""x"":1587,""y"":2127,""width"":101,""height"":101}","{""class"":""3""}"
DSC00067.JPG,4305879,"{}",9,0,"{""name"":""rect"",""x"":2126,""y"":1910,""width"":63,""height"":164}","{""class"":""1""}"
DSC00067.JPG,4305879,"{}",9,1,"{""name"":""rect"",""x"":2276,""y"":1939,""width"":58,""height"":94}","{""class"":""0""}"
DSC00067.JPG,4305879,"{}",9,2,"{""name"":""rect"",""x"":1603,""y"":115,""width"":81,""height"":106}","{""class"":""8""}"
DSC00067.JPG,4305879,"{}",9,3,"{""name"":""rect"",""x"":3460,""y"":373,""width"":152,""height"":115}","{""class"":""8""}"
DSC00067.JPG,4305879,"{}",9,4,"{""name"":""rect"",""x"":2067,""y"":1930,""width"":56,""height"":97}","{""class"":""0""}"
DSC00067.JPG,4305879,"{}",9,5,"{""name"":""rect"",""x"":2023,""y"":1942,""width"":77,""height"":77}","{""class"":""0""}"
DSC00067.JPG,4305879,"{}",9,6,"{""name"":""rect"",""x"":1118,""y"":1592,""width"":114,""height"":166}","{""class"":""9""}"
DSC00067.JPG,4305879,"{}",9,7,"{""name"":""rect"",""x"":1534,""y"":2317,""width"":62,""height"":93}","{""class"":""8""}"
DSC00067.JPG,4305879,"{}",9,8,"{""name"":""rect"",""x"":2656,""y"":3411,""width"":109,""height"":103}","{""class"":""5""}"
DSC00084.JPG,4127161,"{}",3,0,"{""name"":""rect"",""x"":3107,""y"":1617,""width"":212,""height"":200}","{""class"":""6""}"
DSC00084.JPG,4127161,"{}",3,1,"{""name"":""rect"",""x"":2320,""y"":1944,""width"":115,""height"":157}","{""class"":""3""}"
DSC00084.JPG,4127161,"{}",3,2,"{""name"":""rect"",""x"":3047,""y"":1637,""width"":186,""height"":143}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,0,"{""name"":""rect"",""x"":748,""y"":4049,""width"":91,""height"":118}","{""class"":""8""}"
DSC00087.JPG,4107017,"{}",33,1,"{""name"":""rect"",""x"":547,""y"":2261,""width"":108,""height"":145}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,2,"{""name"":""rect"",""x"":1412,""y"":1731,""width"":108,""height"":120}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,3,"{""name"":""rect"",""x"":2493,""y"":2787,""width"":99,""height"":137}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,4,"{""name"":""rect"",""x"":2742,""y"":1996,""width"":99,""height"":133}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,5,"{""name"":""rect"",""x"":2294,""y"":2311,""width"":108,""height"":128}","{""class"":""9""}"
DSC00087.JPG,4107017,"{}",33,6,"{""name"":""rect"",""x"":679,""y"":4614,""width"":124,""height"":99}","{""class"":""8""}"
DSC00087.JPG,4107017,"{}",33,7,"{""name"":""rect"",""x"":563,""y"":4487,""width"":70,""height"":97}","{""class"":""1""}"
DSC00087.JPG,4107017,"{}",33,8,"{""name"":""rect"",""x"":514,""y"":4079,""width"":75,""height"":112}","{""class"":""1""}"
DSC00087.JPG,4107017,"{}",33,9,"{""name"":""rect"",""x"":569,""y"":4077,""width"":56,""height"":116}","{""class"":""1""}"
DSC00087.JPG,4107017,"{}",33,10,"{""name"":""rect"",""x"":1845,""y"":4427,""width"":75,""height"":97}","{""class"":""2""}"
DSC00087.JPG,4107017,"{}",33,11,"{""name"":""rect"",""x"":1868,""y"":4278,""width"":75,""height"":112}","{""class"":""2""}"
DSC00087.JPG,4107017,"{}",33,12,"{""name"":""rect"",""x"":2216,""y"":4293,""width"":85,""height"":93}","{""class"":""8""}"
DSC00087.JPG,4107017,"{}",33,13,"{""name"":""rect"",""x"":2321,""y"":4549,""width"":77,""height"":97}","{""class"":""3""}"
DSC00087.JPG,4107017,"{}",33,14,"{""name"":""rect"",""x"":2385,""y"":4021,""width"":95,""height"":72}","{""class"":""5""}"
DSC00087.JPG,4107017,"{}",33,15,"{""name"":""rect"",""x"":1895,""y"":3907,""width"":81,""height"":68}","{""class"":""8""}"
DSC00087.JPG,4107017,"{}",33,16,"{""name"":""rect"",""x"":2042,""y"":3775,""width"":112,""height"":83}","{""class"":""8""}"
DSC00087.JPG,4107017,"{}",33,17,"{""name"":""rect"",""x"":2611,""y"":3365,""width"":62,""height"":81}","{""class"":""8""}"
DSC00087.JPG,4107017,"{}",33,18,"{""name"":""rect"",""x"":3210,""y"":3466,""width"":85,""height"":112}","{""class"":""7""}"
DSC00087.JPG,4107017,"{}",33,19,"{""name"":""rect"",""x"":3280,""y"":1882,""width"":54,""height"":93}","{""class"":""3""}"
DSC00087.JPG,4107017,"{}",33,20,"{""name"":""rect"",""x"":1439,""y"":3752,""width"":81,""height"":130}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,21,"{""name"":""rect"",""x"":1377,""y"":3897,""width"":118,""height"":108}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,22,"{""name"":""rect"",""x"":1184,""y"":4021,""width"":110,""height"":130}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,23,"{""name"":""rect"",""x"":687,""y"":4286,""width"":87,""height"":157}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,24,"{""name"":""rect"",""x"":437,""y"":4603,""width"":112,""height"":120}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,25,"{""name"":""rect"",""x"":1503,""y"":4452,""width"":77,""height"":93}","{""class"":""7""}"
DSC00087.JPG,4107017,"{}",33,26,"{""name"":""rect"",""x"":2031,""y"":4564,""width"":79,""height"":85}","{""class"":""7""}"
DSC00087.JPG,4107017,"{}",33,27,"{""name"":""rect"",""x"":1547,""y"":2839,""width"":52,""height"":91}","{""class"":""1""}"
DSC00087.JPG,4107017,"{}",33,28,"{""name"":""rect"",""x"":1418,""y"":1988,""width"":108,""height"":139}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,29,"{""name"":""rect"",""x"":876,""y"":3638,""width"":87,""height"":137}","{""class"":""6""}"
DSC00087.JPG,4107017,"{}",33,30,"{""name"":""rect"",""x"":468,""y"":3404,""width"":89,""height"":104}","{""class"":""7""}"
DSC00087.JPG,4107017,"{}",33,31,"{""name"":""rect"",""x"":478,""y"":3261,""width"":91,""height"":114}","{""class"":""1""}"
DSC00087.JPG,4107017,"{}",33,32,"{""name"":""rect"",""x"":410,""y"":3087,""width"":116,""height"":149}","{""class"":""6""}"
DSC00091.JPG,3613111,"{}",23,0,"{""name"":""rect"",""x"":1269,""y"":1558,""width"":111,""height"":108}","{""class"":""5""}"
DSC00091.JPG,3613111,"{}",23,1,"{""name"":""rect"",""x"":1008,""y"":3071,""width"":73,""height"":94}","{""class"":""3""}"
DSC00091.JPG,3613111,"{}",23,2,"{""name"":""rect"",""x"":1836,""y"":475,""width"":75,""height"":103}","{""class"":""7""}"
